Fund_ID,Fund_Name,Organization_Name,Category,Fundraising_Goal_USD,Amount_Raised_USD,Start_Date,End_Date,Duration_Days,Status,Donor_Count,Average_Donation_USD,Top_Donor_Amount_USD,Currency,Fundraising_Platform,Campaign_Type,Is_Tax_Exempt,Marketing_Spend_USD,Region,Sub_Region,World_Part,Country,City,Organizer_Name,Organizer_Experience_Years,Organizer_Contact_Email,Social_Media_Reach,Media_Coverage_Score,Volunteer_Count,Fund_Transparency_Score,Repeat_Donors_Percentage,Mobile_Donations_Allowed,Payment_Gateway_Used,Fundraising_Cost_Percent,External_Funding_Received,Main_Beneficiary_Age_Group,Fundraising_Method,Comments_Count
3234,Re-engineered contextually-based Internet solution,Harper-Shea,Education,18173,9040,2022-11-13,2023-03-19,126,Completed,597,15.14,52.68,USD,JustGiving,Hybrid,Yes,94541,Oceania,Australia,Underdeveloped,Cote d'Ivoire,Hendricksview,Pamela Jenkins,24,kingheather@miller.com,556742,78.29845338,278,5.257071554,76.52024842,Yes,GoFundMe,21.07,No,Adults,Events,369
3235,Cloned asymmetric core,Morgan-Marsh,Startup,343001,74986,2024-02-07,2024-06-12,126,Active,1819,41.22,166.97,USD,Kickstarter,Online,No,39603,Africa,North Africa,Underdeveloped,Netherlands,New Jessicafurt,Jessica Summers,3,lisalee@yahoo.com,824491,73.78554462,75,2.099682495,24.44126389,No,Kickstarter,17.69,Yes,Adults,Crowdfunding,162
3236,Pre-emptive tertiary strategy,Bennett-Rodriguez,Startup,172640,131981,2023-11-17,2024-02-19,94,Completed,1099,120.09,299.79,EUR,GoFundMe,Online,No,91576,Oceania,New Zealand,Underdeveloped,Switzerland,Rodrigueztown,Peter Young,20,taylormarquez@gmail.com,585244,47.53116002,247,6.285349093,70.45542481,No,Indiegogo,13.03,No,Adults,Grants,840
3237,Programmable stable projection,Esparza Inc,Arts,295983,121788,2024-01-31,2024-04-02,62,Suspended,1083,112.45,496.02,USD,Indiegogo,Offline,No,2127,South America,Brazil,Developed,Tunisia,Reginafort,Michael Cherry,21,westcaleb@reed.com,829695,80.78083028,247,9.225627563,95.55989902,No,GoFundMe,15.29,No,Youth,Subscription,684
3238,Configurable didactic toolset,"Clark, Tucker and Gallagher",Education,220357,49677,2023-03-11,2023-04-27,47,Cancelled,1802,27.57,85.27,USD,Indiegogo,Offline,No,59795,Asia,East Asia,Developing,United States Virgin Islands,New Pamelaberg,Nicole Ellison,19,jerrydavis@brooks.com,666765,71.9762924,302,9.328878975,96.79955372,Yes,JustGiving,3.51,Yes,Youth,Subscription,530
3239,Configurable leadingedge installation,"Parsons, Mosley and Harris",Health,274258,240498,2023-06-07,2023-11-01,147,Active,1360,176.84,724.4,USD,Indiegogo,Offline,No,24401,Oceania,New Zealand,Underdeveloped,Netherlands,East Michael,Kristina Davis,14,ywilliams@taylor.com,174565,12.95158806,262,0.401449627,32.21937267,No,Indiegogo,14.13,No,Elderly,Grants,923
3240,Horizontal intermediate architecture,Johnson Group,Climate,56882,41888,2022-10-23,2023-03-24,152,Cancelled,1370,30.58,142.61,EUR,Kickstarter,Hybrid,No,23302,North America,USA,Developed,Dominica,New Travis,Christopher Russell,21,hernandezbrian@yahoo.com,952181,90.75229528,90,7.68985374,77.51222738,Yes,Kickstarter,22.44,Yes,Children,Events,483
3241,Open-architected exuding moderator,Johnson-Barnes,Startup,245775,125664,2022-09-12,2022-11-14,63,Suspended,1880,66.84,170.93,EUR,Kickstarter,Hybrid,No,67314,Europe,Northern Europe,Underdeveloped,Mozambique,New Cameron,Alyssa Adkins,16,mckeejennifer@yahoo.com,197474,48.41724163,268,2.617367923,87.4244943,No,GoFundMe,13.89,No,Youth,Crowdfunding,773
3242,Future-proofed multi-state Graphic Interface,Mayo-Dunn,Startup,372307,370469,2023-08-18,2023-09-24,37,Active,1393,265.95,815.67,AUD,Kickstarter,Hybrid,No,52493,Africa,North Africa,Developed,Turks and Caicos Islands,Port Amanda,Shane Bauer,25,warrennicholas@yahoo.com,545117,95.18496524,15,6.057423089,29.97112918,No,Indiegogo,15.84,Yes,Elderly,Subscription,818
3243,Balanced maximized groupware,Weeks-Hansen,Education,137673,42942,2022-11-29,2023-05-26,178,Completed,46,933.52,3975.39,EUR,Indiegogo,Offline,No,33633,Asia,East Asia,Developed,Nicaragua,Drakehaven,Tammy Richards,25,terri74@gmail.com,652448,73.29456088,15,0.233726511,68.68201104,No,Indiegogo,21.82,No,Children,Grants,977
3244,Progressive background paradigm,Johnson Ltd,Startup,266788,91395,2022-05-18,2022-10-31,166,Completed,1949,46.89,132.93,USD,Kickstarter,Hybrid,Yes,73594,South America,Argentina,Underdeveloped,Kenya,Hamiltonview,Jenna Morales,14,williambridges@casey.com,303000,94.23466282,395,5.781958452,69.19490201,No,Kickstarter,5.51,Yes,Children,Events,838
3245,Multi-lateral mission-critical Graphic Interface,Hayes LLC,Disaster Relief,158577,126814,2023-02-08,2023-04-13,64,Cancelled,591,214.58,909.43,USD,GoFundMe,Hybrid,Yes,42368,South America,Argentina,Developed,Russian Federation,Grahamtown,Roger Ewing,8,pricecharles@yahoo.com,705686,97.17088592,285,2.61056237,40.56355783,Yes,Kickstarter,11.07,No,Adults,Subscription,321
3246,Upgradable incremental application,Wilson-Lopez,Startup,467116,80206,2023-07-18,2023-12-14,149,Cancelled,1870,42.89,142.45,GBP,JustGiving,Offline,No,94832,Oceania,Australia,Developed,Lebanon,Williamton,Veronica Parker,13,hopkinschelsea@shaffer.com,196788,41.53879452,151,4.260617711,98.88223706,Yes,JustGiving,7.73,No,Children,Events,8
3247,Total mobile definition,Andrews-Brown,Startup,316281,54662,2022-10-24,2023-01-25,93,Cancelled,363,150.58,342.62,USD,Indiegogo,Hybrid,No,79064,Europe,Northern Europe,Developing,Oman,Martinhaven,Angela Cross,25,zjohnson@bennett.org,660403,27.61991537,292,4.632082126,3.581729704,No,Indiegogo,6.41,Yes,Children,Grants,849
3248,Phased fresh-thinking info-mediaries,Oliver-Fernandez,Startup,304905,279754,2022-04-14,2022-07-30,107,Completed,437,640.17,2611.59,GBP,GoFundMe,Offline,No,63659,Oceania,Australia,Developing,Nicaragua,Morrisonshire,Sherry Hall,10,nelsonalexander@jennings.info,106234,55.26195064,20,1.081708675,83.04473463,No,GoFundMe,1.79,No,Youth,Grants,616
3249,Reduced solution-oriented analyzer,"Taylor, West and Woodard",Startup,242396,16627,2023-10-06,2024-02-12,129,Suspended,1272,13.07,29.4,EUR,JustGiving,Offline,No,79914,Oceania,Australia,Developing,Andorra,Port Christine,Douglas Cox,7,vasquezchristopher@gray.com,749035,68.36968295,369,5.356516362,28.96069434,Yes,JustGiving,13.68,No,Children,Crowdfunding,366
3250,Optimized 4thgeneration secured line,Keller LLC,Startup,344900,77416,2023-10-06,2024-02-17,134,Active,530,146.07,596.47,INR,Indiegogo,Offline,Yes,4795,South America,Chile,Developed,Saint Barthelemy,North David,Angelica Malone,8,dduffy@freeman.com,115717,1.993706803,425,3.826326584,65.82032692,Yes,Kickstarter,9.81,No,Children,Grants,983
3251,Optional tangible throughput,Mitchell-Mills,Education,416279,412483,2023-01-21,2023-04-29,98,Completed,492,838.38,3101.91,EUR,GoFundMe,Hybrid,Yes,2424,North America,Mexico,Developed,Somalia,Baldwinstad,Kristina Mahoney,7,antonionicholson@garcia.com,260912,44.84174968,41,2.665088654,53.52001807,No,JustGiving,29.82,No,Children,Events,174
3252,Intuitive interactive data-warehouse,Maxwell-Hess,Startup,26660,6770,2022-07-28,2023-01-03,159,Cancelled,1034,6.55,17.65,INR,Kickstarter,Online,Yes,75189,Africa,West Africa,Developing,Russian Federation,Port Joel,Mrs. Gina Shepherd,20,leethomas@hodges-foley.com,353874,85.16213105,192,5.942844211,80.20330732,No,Kickstarter,14.8,Yes,Youth,Subscription,636
3253,Configurable well-modulated matrices,Clark and Sons,Arts,268642,198304,2023-03-18,2023-06-30,104,Suspended,1860,106.62,230.01,USD,Indiegogo,Online,Yes,72551,North America,USA,Underdeveloped,Somalia,North Andrew,Ryan Dalton,10,qespinoza@hotmail.com,672459,97.24227613,398,7.322664327,77.15013145,No,Indiegogo,22.13,No,Elderly,Subscription,263
3254,Fundamental grid-enabled toolset,"Davis, Jones and Butler",Startup,293666,35686,2024-02-16,2024-05-18,92,Active,386,92.45,170.89,EUR,Kickstarter,Online,Yes,48520,Asia,Southeast Asia,Developing,Equatorial Guinea,East Mark,Samantha Holland,16,frythomas@hotmail.com,780142,61.43147056,336,2.142312174,48.29432292,No,JustGiving,6.35,Yes,Adults,Events,664
3255,Programmable context-sensitive attitude,Cruz-Perez,Education,199349,117194,2022-08-13,2022-12-03,112,Completed,905,129.5,245.38,INR,Indiegogo,Online,Yes,6725,North America,USA,Developing,Korea,Millerfort,Sean Gutierrez,18,mlewis@yahoo.com,981940,45.25631422,430,8.166792326,83.84925329,Yes,Kickstarter,28.12,No,Children,Subscription,863
3256,Synergized explicit access,Anderson LLC,Health,25241,709,2023-07-21,2024-01-03,166,Active,1340,0.53,0.89,GBP,JustGiving,Online,No,71382,Africa,West Africa,Developing,Poland,Lindseyburgh,Dylan Norris,2,diane90@preston-lee.com,960156,75.07431712,264,4.112251016,0.329734085,Yes,GoFundMe,10,Yes,Youth,Grants,570
3257,Down-sized upward-trending leverage,Nelson-Jones,Arts,290232,99233,2023-04-13,2023-06-15,63,Completed,812,122.21,203.53,USD,Kickstarter,Online,Yes,84080,Africa,West Africa,Underdeveloped,Bhutan,Sarahbury,Christina Reeves,11,ashley53@hotmail.com,943944,24.19077851,414,5.005195911,81.07281511,Yes,GoFundMe,29.28,No,Elderly,Subscription,958
3258,Re-engineered methodical data-warehouse,"Norman, Mendoza and Nichols",Education,424594,234734,2024-02-05,2024-06-19,135,Active,950,247.09,1070.28,GBP,GoFundMe,Hybrid,No,21232,Asia,East Asia,Developed,Tanzania,Calvinberg,Judy Bryant,24,jamesbird@yahoo.com,123908,56.1738416,496,6.252111105,65.67327052,Yes,GoFundMe,10.81,No,Elderly,Crowdfunding,686
3259,Fundamental background Local Area Network,Garrison Group,Startup,155870,3099,2024-03-02,2024-05-10,69,Cancelled,1963,1.58,6.52,EUR,Kickstarter,Hybrid,No,54525,North America,Mexico,Underdeveloped,Romania,North Sally,Linda White,14,nbarber@mitchell-rasmussen.com,627402,5.796745728,197,3.984593743,94.42418739,No,Indiegogo,27.05,No,Children,Crowdfunding,570
3260,Pre-emptive homogeneous synergy,Barnes Group,Climate,184570,123563,2022-05-21,2022-08-27,98,Active,1957,63.14,140.3,EUR,Kickstarter,Hybrid,No,54984,Europe,Western Europe,Developing,Guinea-Bissau,Johnburgh,Renee Rodriguez,23,alexischambers@yahoo.com,343137,63.45037311,439,6.042958751,72.19387703,No,Kickstarter,8.12,Yes,Adults,Subscription,741
3261,Centralized regional application,Malone LLC,Education,46107,2838,2022-04-28,2022-07-17,80,Active,1592,1.78,3.35,EUR,JustGiving,Online,Yes,70799,Africa,West Africa,Developing,Faroe Islands,North Mariechester,Miss Patricia Chen PhD,5,bnewton@hotmail.com,700508,5.253043793,500,2.058464288,95.38653186,No,JustGiving,14.24,Yes,Youth,Events,234
3262,Seamless real-time Graphical User Interface,"Johnson, Gallegos and Paul",Education,153752,16223,2022-06-20,2022-09-20,92,Active,1409,11.51,50.42,AUD,JustGiving,Hybrid,No,23702,North America,Canada,Developed,Hong Kong,East Samantha,Ashley Smith,10,larrybailey@gmail.com,766507,29.97751862,129,4.096982049,56.85147879,No,JustGiving,17.7,Yes,Adults,Grants,850
3263,Virtual stable hardware,Wright PLC,Education,34870,14970,2023-10-22,2024-03-09,139,Suspended,759,19.72,31.06,AUD,GoFundMe,Hybrid,No,44640,Oceania,Melanesia,Underdeveloped,Lebanon,East Bryanland,Larry Harris,18,ballmatthew@yahoo.com,216776,96.15422729,85,0.353546937,42.10964746,Yes,Kickstarter,26.45,Yes,Elderly,Events,197
3264,Object-based executive software,"Jensen, Williams and Carey",Education,118736,14556,2023-03-17,2023-07-14,119,Cancelled,968,15.04,35.82,AUD,GoFundMe,Hybrid,Yes,38726,South America,Brazil,Developed,Yemen,New Morgan,Kevin Martinez,10,qhernandez@gmail.com,730034,26.59143545,86,1.701125825,47.23277566,No,Kickstarter,26.62,No,Youth,Events,540
3265,Configurable full-range capability,Hess-Jones,Disaster Relief,195822,52175,2024-01-25,2024-05-01,97,Completed,1986,26.27,41.18,EUR,JustGiving,Hybrid,Yes,72688,Africa,East Africa,Developed,Senegal,East Rebeccaburgh,Janice Glover,11,pricebrittney@spencer.net,943866,69.55945876,106,8.282695895,5.02297509,No,JustGiving,6.93,Yes,Children,Events,110
3266,Reactive system-worthy budgetary management,Bolton Inc,Disaster Relief,387349,68847,2024-01-04,2024-04-09,96,Active,1090,63.16,114.28,INR,JustGiving,Online,No,76385,Asia,South Asia,Underdeveloped,Togo,South William,Samantha Cox,6,dan13@gmail.com,671411,43.07033695,236,3.131012285,14.38306183,No,GoFundMe,25.45,No,Children,Grants,806
3267,Realigned high-level productivity,Smith-Huang,Health,101008,17719,2022-07-08,2022-12-03,148,Suspended,518,34.21,136.78,EUR,Indiegogo,Hybrid,Yes,69265,South America,Argentina,Developing,Greece,South Kimberly,Dana Thomas,24,smithclaudia@hotmail.com,975329,40.48258636,406,4.078352047,81.22447829,No,JustGiving,28.68,Yes,Youth,Events,375
3268,Team-oriented interactive extranet,Allen-Jenkins,Disaster Relief,204804,3046,2023-11-03,2024-04-11,160,Suspended,150,20.31,52.63,USD,Indiegogo,Hybrid,Yes,81215,Africa,West Africa,Underdeveloped,Georgia,North Angelberg,Timothy Morales,16,anthonyfranklin@gmail.com,575202,65.57471967,451,2.395157892,66.33093542,Yes,Indiegogo,3.21,No,Children,Grants,902
3269,Realigned tangible model,Hodges-Contreras,Startup,215790,98634,2023-02-27,2023-05-28,90,Active,82,1202.85,4648.64,EUR,Indiegogo,Hybrid,No,3464,Europe,Western Europe,Developing,Israel,Greenestad,Luke Anderson,11,mcdonalddavid@yahoo.com,731723,60.65748698,434,1.221103467,44.7473101,No,Kickstarter,28.1,Yes,Children,Grants,277
3270,Monitored fresh-thinking groupware,"Hodge, Saunders and Flores",Startup,75487,16273,2023-10-12,2024-04-06,177,Active,633,25.71,90.26,INR,JustGiving,Offline,No,74578,Asia,East Asia,Developed,Bouvet Island (Bouvetoya),Francishaven,David Klein,21,timfleming@hotmail.com,845590,14.56220584,157,1.353793597,86.68175646,Yes,Kickstarter,25.6,No,Adults,Events,30
3271,Virtual mobile access,"Hill, Cruz and Robinson",Education,147385,90388,2023-10-25,2024-03-13,140,Completed,266,339.8,1320.34,INR,JustGiving,Offline,Yes,93349,Oceania,Australia,Developing,Myanmar,Jeffmouth,Kevin Elliott,9,khenry@yahoo.com,121663,52.37412849,68,8.981835533,44.03089424,Yes,JustGiving,27.34,Yes,Youth,Subscription,44
3272,Virtual homogeneous benchmark,Adams-Branch,Health,16476,8475,2024-04-06,2024-09-11,158,Suspended,376,22.54,92,EUR,JustGiving,Online,No,4462,Africa,West Africa,Developing,Falkland Islands (Malvinas),Kimberlymouth,Richard Taylor,3,matthewnguyen@moran.com,777465,23.81791823,255,9.003365602,76.1240533,Yes,GoFundMe,9.9,Yes,Elderly,Grants,789
3273,Diverse 24hour contingency,Curtis-Robertson,Health,306889,188204,2023-03-19,2023-07-10,113,Active,828,227.3,1098.56,INR,JustGiving,Online,No,32059,South America,Argentina,Underdeveloped,Switzerland,Murraytown,Mary Mccoy,19,landersen@yahoo.com,167497,74.20641071,28,9.084923843,39.51610272,No,JustGiving,12.27,No,Youth,Crowdfunding,965
3274,Extended non-volatile knowledgebase,"Drake, Davis and Jackson",Education,232863,170903,2023-06-24,2023-08-04,41,Completed,1623,105.3,478.52,INR,Kickstarter,Online,Yes,22423,Asia,Southeast Asia,Underdeveloped,El Salvador,New Jill,Kevin Odonnell,23,raymond69@hotmail.com,459192,92.70672875,298,2.781154162,10.04278934,Yes,JustGiving,4.49,Yes,Adults,Crowdfunding,299
3275,Integrated optimal synergy,Miller PLC,Startup,447923,161596,2022-08-10,2022-11-22,104,Cancelled,858,188.34,616,EUR,Indiegogo,Online,No,87972,Oceania,Melanesia,Developing,Malta,Crawfordfort,Tara Galloway,4,antoniomcdonald@brady-martinez.org,977307,0.730649446,266,5.122969312,88.85930525,Yes,GoFundMe,5.14,Yes,Youth,Grants,462
3276,Horizontal global functionalities,"Poole, Moore and Rivas",Health,482123,401550,2024-03-20,2024-05-15,56,Completed,646,621.59,1509.22,GBP,Kickstarter,Offline,Yes,70002,Asia,Southeast Asia,Developing,Bermuda,Port Austinborough,Philip Daniels,25,rebecca03@dillon.org,270987,18.67226523,65,9.490297555,44.41864385,Yes,JustGiving,28.98,Yes,Youth,Subscription,104
3277,Balanced modular website,"Rowland, Jackson and Perez",Startup,355444,196244,2022-04-12,2022-09-28,169,Completed,117,1677.3,7582.63,AUD,GoFundMe,Hybrid,Yes,91025,Europe,Northern Europe,Developing,American Samoa,South Justinshire,Michael Parker,6,amberortiz@davis.com,546141,54.31177421,135,2.89932981,11.89943233,Yes,JustGiving,2.71,Yes,Youth,Events,756
3278,Versatile disintermediate software,Gregory LLC,Education,353228,245606,2022-04-30,2022-08-21,113,Active,988,248.59,961.76,EUR,Kickstarter,Offline,Yes,56498,Africa,East Africa,Developed,United States Virgin Islands,West Raymondmouth,Jessica Collins,9,debragomez@gmail.com,672269,10.04222465,79,7.603811762,51.25596961,Yes,Indiegogo,3.43,No,Youth,Grants,727
3279,Assimilated 24/7 utilization,"Baxter, Mccormick and Hines",Disaster Relief,53207,22414,2022-06-01,2022-11-23,175,Active,1169,19.17,63.55,EUR,JustGiving,Online,Yes,68275,Europe,Southern Europe,Developing,Aruba,South Robertostad,Jessica Ford,7,robertaguilar@sanchez-lane.com,454546,96.10279451,399,8.943897581,92.5669341,Yes,Kickstarter,13.18,No,Elderly,Subscription,665
3280,Open-source zero tolerance process improvement,Simmons-Sullivan,Climate,389599,375250,2022-07-03,2022-09-29,88,Completed,272,1379.6,6508.47,INR,Indiegogo,Offline,No,40540,Europe,Southern Europe,Developed,Israel,Benderberg,Michael Wilson,25,jameshenry@thompson.com,99388,28.63596629,456,6.735620639,75.89161353,No,GoFundMe,11.4,Yes,Children,Subscription,202
3281,Streamlined object-oriented extranet,Esparza LLC,Arts,415195,211864,2022-10-29,2022-12-19,51,Suspended,541,391.62,653.7,AUD,GoFundMe,Hybrid,No,55691,Africa,East Africa,Developed,Oman,Lake Stephen,Mrs. Sylvia Rose DDS,4,rachelkennedy@gmail.com,606563,15.31317194,287,2.456911595,49.51643038,Yes,Kickstarter,19.17,Yes,Youth,Crowdfunding,372
3282,User-centric exuding interface,"Li, Martinez and Underwood",Education,60555,21877,2022-09-12,2023-01-20,130,Active,770,28.41,101.29,USD,Kickstarter,Online,No,42938,Oceania,Australia,Underdeveloped,United States Minor Outlying Islands,Dawnchester,Eric Willis,14,spencermaria@hotmail.com,794617,90.43641733,335,7.244447921,43.24400249,Yes,GoFundMe,15.33,No,Children,Grants,509
3283,Reduced object-oriented capacity,Harris-Smith,Health,322019,104343,2023-05-16,2023-08-08,84,Suspended,1770,58.95,227.21,EUR,JustGiving,Offline,Yes,1989,Europe,Northern Europe,Developed,Andorra,Brookeburgh,Hannah Thompson,10,houstonmitchell@gmail.com,830027,65.00607542,366,5.788093237,3.005990707,Yes,Kickstarter,5.23,No,Elderly,Grants,389
3284,Polarized local forecast,Smith-Key,Startup,392305,220934,2024-01-30,2024-05-12,103,Active,1519,145.45,601.94,AUD,GoFundMe,Hybrid,No,44596,Africa,North Africa,Underdeveloped,Holy See (Vatican City State),West Jacquelinechester,Mason Escobar,15,debragonzales@gmail.com,952273,2.291036015,459,4.291036958,29.43524638,No,JustGiving,19.41,Yes,Elderly,Subscription,117
3285,Triple-buffered asynchronous groupware,Graves and Sons,Disaster Relief,360825,327702,2023-06-08,2023-07-14,36,Cancelled,204,1606.38,5489.41,AUD,Kickstarter,Hybrid,No,58670,South America,Argentina,Developing,Slovenia,New Anthony,Jeffery Adams,12,fmarshall@torres.org,455321,28.2636905,8,6.662504473,37.6915791,No,JustGiving,8.07,Yes,Children,Grants,6
3286,Digitized bandwidth-monitored collaboration,Berry Group,Startup,218402,51712,2022-11-12,2023-01-06,55,Active,1868,27.68,50.35,USD,Kickstarter,Online,Yes,39890,Asia,East Asia,Underdeveloped,Uruguay,Haleyville,Richard Mcneil,4,vmartin@hotmail.com,824963,1.942524115,402,9.660602853,45.6698145,Yes,JustGiving,5.1,Yes,Adults,Grants,970
3287,Reactive regional capacity,Carrillo-Butler,Health,200750,31249,2023-08-14,2023-10-25,72,Cancelled,1985,15.74,23.82,INR,GoFundMe,Hybrid,No,49502,Africa,East Africa,Underdeveloped,Ireland,Timothyberg,Brandon Hernandez,22,bcantrell@gmail.com,36963,98.3277969,226,6.278266343,14.55426206,No,JustGiving,23.81,Yes,Children,Crowdfunding,6
3288,Enterprise-wide solution-oriented forecast,"Rivera, Harris and Downs",Climate,311838,140154,2023-05-04,2023-10-25,174,Completed,786,178.31,663.47,EUR,JustGiving,Online,No,84038,Africa,North Africa,Developing,Albania,East Katherine,James Parker,25,michael45@gmail.com,530955,58.35508436,241,0.494946095,1.545459552,Yes,JustGiving,22.25,Yes,Adults,Crowdfunding,349
3289,Cross-group 3rdgeneration infrastructure,Newton-Fowler,Arts,471046,451071,2022-06-13,2022-09-04,83,Completed,232,1944.27,8689.81,INR,JustGiving,Offline,Yes,68892,Asia,South Asia,Developing,United Kingdom,Andersonville,David Stevens,9,donald40@orozco-lewis.org,399618,15.08297834,101,8.877766033,72.12606969,Yes,Indiegogo,26.68,No,Children,Crowdfunding,806
3290,Business-focused global project,Cummings Ltd,Health,402993,324371,2022-05-08,2022-10-09,154,Completed,1018,318.64,1098.14,AUD,Indiegogo,Online,No,11113,North America,Mexico,Developed,Somalia,Devinport,Amanda Stark,15,gonzalezmichael@richard.biz,738777,56.57652833,464,9.475760288,16.62924101,No,JustGiving,13.43,No,Children,Events,634
3291,Virtual eco-centric implementation,"Barajas, Cruz and Mathews",Startup,24883,1904,2024-03-17,2024-04-26,40,Cancelled,679,2.8,4.28,EUR,JustGiving,Hybrid,No,44386,Oceania,Melanesia,Underdeveloped,Sao Tome and Principe,Deborahhaven,Ashley Lewis,7,delacruzcynthia@gmail.com,227320,72.017443,409,8.180964466,91.33933644,Yes,JustGiving,11.35,Yes,Children,Crowdfunding,59
3292,Centralized leadingedge system engine,Moore PLC,Arts,264326,154754,2023-03-07,2023-05-19,73,Suspended,1597,96.9,381.11,AUD,GoFundMe,Offline,No,96267,Africa,East Africa,Developed,Andorra,New David,Brandon Price,10,nancymyers@lee.biz,886611,62.99435894,401,7.355247221,29.88284418,No,Indiegogo,10.12,Yes,Adults,Crowdfunding,468
3293,Intuitive high-level middleware,Strong-Palmer,Climate,222307,18222,2022-06-21,2022-08-29,69,Completed,1236,14.74,71.25,GBP,JustGiving,Online,No,3956,Africa,West Africa,Developing,Hungary,North Samuel,Megan Hill,24,lisacarter@vargas.com,487611,22.00502398,80,4.821259304,64.00495755,Yes,GoFundMe,23.2,Yes,Adults,Crowdfunding,910
3294,Function-based leadingedge customer loyalty,Garcia-Estrada,Disaster Relief,243223,218120,2023-03-10,2023-09-01,175,Cancelled,632,345.13,686.14,AUD,Indiegogo,Online,No,98474,Oceania,Melanesia,Developed,Martinique,Port Christian,Linda Bowers,13,millerjames@yahoo.com,56473,51.41537606,433,1.306364961,4.863334045,No,GoFundMe,12.28,Yes,Children,Crowdfunding,89
3295,Exclusive motivating protocol,Smith-Reeves,Health,216865,98232,2022-08-01,2023-01-03,155,Suspended,977,100.54,461.48,INR,GoFundMe,Offline,No,64272,Oceania,Melanesia,Underdeveloped,Botswana,South Jamesburgh,Nathan Scott,12,nbradley@ramirez.com,915305,13.47057365,219,2.393423487,8.594101646,Yes,Indiegogo,20.4,No,Children,Crowdfunding,119
3296,Fully-configurable impactful orchestration,Riley-Cruz,Climate,475632,86558,2023-10-07,2024-01-23,108,Completed,1899,45.58,81.48,USD,Indiegogo,Offline,No,17053,Africa,North Africa,Developed,Cuba,West Shannon,Shannon Rivas,15,barrydiaz@hill.biz,201435,67.7850772,50,7.517766296,24.94707941,Yes,GoFundMe,25.81,No,Elderly,Grants,806
3297,Innovative intermediate emulation,Barnett Inc,Climate,148222,123598,2023-06-13,2023-08-25,73,Cancelled,1127,109.67,167.76,AUD,Indiegogo,Offline,No,17362,North America,USA,Underdeveloped,Western Sahara,North Michelle,Joshua Miller,17,xboone@jensen.com,384155,80.56974276,76,2.470369907,12.77475785,Yes,JustGiving,9.22,Yes,Children,Events,36
3298,Re-contextualized systemic orchestration,Lewis-Collins,Startup,100124,58426,2024-01-29,2024-06-03,126,Active,200,292.13,695.97,AUD,Kickstarter,Online,No,72451,South America,Chile,Developed,Saint Vincent and the Grenadines,East Rachelland,Jeffrey Alexander,14,gerald16@hotmail.com,608971,29.57352943,399,8.849100655,39.93197272,No,Kickstarter,14.9,No,Youth,Events,10
3299,Monitored actuating circuit,Mendoza Ltd,Arts,14167,7916,2022-12-05,2023-04-12,128,Active,1714,4.62,11.08,EUR,Indiegogo,Offline,No,26649,Europe,Southern Europe,Developing,Korea,North Patriciahaven,Peggy Stokes,14,megancaldwell@gmail.com,906561,39.59083132,208,3.58440684,56.14166054,No,JustGiving,13.46,No,Adults,Subscription,786
3300,Intuitive 24hour encoding,"Romero, Flores and Mejia",Arts,91835,61438,2022-12-12,2023-05-24,163,Cancelled,1217,50.48,92.02,INR,JustGiving,Online,Yes,70531,North America,USA,Underdeveloped,Czech Republic,Williamston,Tricia Thomas,18,stephanie39@hotmail.com,653178,38.44408854,201,0.441475915,79.31814078,No,GoFundMe,21.34,No,Adults,Crowdfunding,175
3301,Function-based regional help-desk,Reyes Inc,Climate,6951,4945,2023-03-15,2023-09-08,177,Suspended,78,63.4,202.1,EUR,JustGiving,Hybrid,No,66284,South America,Argentina,Underdeveloped,Congo,New Kristin,Christina Chen,13,kingkathy@robinson.com,797338,37.42383255,353,2.151784426,83.36525326,No,JustGiving,1.24,Yes,Elderly,Events,73
3302,Phased transitional productivity,Hall and Sons,Health,279998,62729,2022-05-07,2022-10-15,161,Cancelled,1140,55.03,191.08,AUD,JustGiving,Online,Yes,32742,Asia,Southeast Asia,Underdeveloped,Marshall Islands,Thomasberg,Stacie Waters,10,craig50@nichols.biz,227554,39.14099102,211,1.727772363,74.0306561,No,Kickstarter,3.86,No,Adults,Subscription,216
3303,Front-line zero administration leverage,Dougherty and Sons,Climate,340520,267569,2023-10-04,2024-01-29,117,Cancelled,1613,165.88,395.61,AUD,GoFundMe,Offline,No,65734,South America,Argentina,Developing,Portugal,Wallacechester,Mary Molina,0,brianriddle@morris.com,363364,51.7920638,442,4.571707308,61.86000951,Yes,JustGiving,17.05,Yes,Adults,Crowdfunding,351
3304,Quality-focused coherent Graphical User Interface,Perez-Murphy,Health,468149,110626,2022-10-13,2022-11-12,30,Suspended,1256,88.08,338.72,INR,JustGiving,Offline,Yes,94986,Europe,Northern Europe,Developed,British Virgin Islands,Ryanview,Kelly Spencer,1,melissa88@yahoo.com,957240,43.43360762,146,9.393341506,16.93715063,Yes,Indiegogo,16.18,Yes,Children,Subscription,65
3305,Monitored background data-warehouse,Wallace-Anderson,Disaster Relief,68065,38375,2023-01-05,2023-06-28,174,Suspended,451,85.09,245.44,INR,GoFundMe,Hybrid,No,16280,North America,USA,Developed,Norway,Patrickshire,Tina Barnes,10,david08@carrillo.biz,360396,27.87826766,176,3.582919617,27.36678622,No,Kickstarter,19.2,Yes,Elderly,Events,807
