Fund_ID,Fund_Name,Organization_Name,Category,Fundraising_Goal_USD,Amount_Raised_USD,Start_Date,End_Date,Duration_Days,Status,Donor_Count,Average_Donation_USD,Top_Donor_Amount_USD,Currency,Fundraising_Platform,Campaign_Type,Is_Tax_Exempt,Marketing_Spend_USD,Region,Sub_Region,World_Part,Country,City,Organizer_Name,Organizer_Experience_Years,Organizer_Contact_Email,Social_Media_Reach,Media_Coverage_Score,Volunteer_Count,Fund_Transparency_Score,Repeat_Donors_Percentage,Mobile_Donations_Allowed,Payment_Gateway_Used,Fundraising_Cost_Percent,External_Funding_Received,Main_Beneficiary_Age_Group,Fundraising_Method,Comments_Count
1346,Persevering system-worthy infrastructure,Thompson-Moore,Startup,260663,169799,2023-10-12,2024-01-26,106,Active,629,269.95,1347.98,AUD,GoFundMe,Hybrid,Yes,76082,South America,Argentina,Underdeveloped,Cayman Islands,Brenthaven,Laura Sheppard,22,juliawalsh@hotmail.com,768442,68.77157953022025,86,0.9455863989392332,55.05030655061458,No,GoFundMe,5.99,Yes,Adults,Subscription,112
1347,Integrated global parallelism,Barker Inc,Climate,441304,197407,2023-09-29,2023-12-02,64,Completed,1915,103.08,491.42,USD,Kickstarter,Online,No,96572,South America,Brazil,Developed,Oman,North Amanda,Barbara Benton,6,prattkim@hawkins.info,291770,67.94887283764626,51,6.233294695338297,63.154340592562164,Yes,JustGiving,10.45,No,Adults,Grants,104
1348,Configurable 3rdgeneration encryption,Miller-Smith,Climate,436945,56442,2023-06-07,2023-10-17,132,Suspended,540,104.52,468.66,EUR,Kickstarter,Hybrid,No,30446,Africa,East Africa,Developing,Lebanon,Robertschester,Emily Watson,16,james00@scott.info,173431,30.995663066567968,497,1.3067240979871775,3.8767183002278327,Yes,JustGiving,9.37,Yes,Children,Subscription,999
1349,Open-source radical moratorium,Thompson-Gonzalez,Arts,280452,200073,2024-01-19,2024-06-23,156,Suspended,330,606.28,984.09,GBP,Kickstarter,Offline,Yes,68363,Oceania,Melanesia,Developing,Bahamas,Timothyshire,Brittany Brown,11,carolynreed@perez.net,78139,76.27962000829554,231,2.95251987854137,23.85022911449626,No,Kickstarter,24.11,No,Youth,Grants,222
1350,Reverse-engineered local portal,Hughes-Barnes,Climate,252860,160968,2022-11-27,2023-05-22,176,Active,924,174.21,637.77,EUR,GoFundMe,Online,Yes,5135,Europe,Western Europe,Underdeveloped,Bolivia,North Lisaburgh,Kathleen Cook,9,leefrank@montes.net,644882,71.18668623516261,452,1.588998149849723,62.207147309102275,Yes,JustGiving,4.77,No,Youth,Subscription,170
1351,Balanced encompassing neural-net,Delgado Group,Climate,164739,97729,2024-03-22,2024-08-15,146,Active,1904,51.33,229.41,GBP,Kickstarter,Online,Yes,84637,North America,Canada,Developing,Kyrgyz Republic,North Barbaraberg,Gary Barnett,16,sheila21@hotmail.com,67911,44.798264003426155,326,5.4001741716533385,70.13175161785077,No,Kickstarter,24.4,Yes,Elderly,Crowdfunding,368
1352,Adaptive intangible contingency,Baker Inc,Education,344968,150271,2023-08-23,2023-10-08,46,Active,1307,114.97,572.05,EUR,JustGiving,Online,No,39744,South America,Argentina,Developing,Montenegro,Brooksport,Anna Trujillo,8,lisa51@henry.com,208299,8.498117068129963,63,6.798722544353505,20.18830672232269,Yes,Indiegogo,25.48,No,Children,Grants,506
1353,Extended eco-centric methodology,Chavez Inc,Climate,11506,7617,2023-05-21,2023-09-25,127,Active,417,18.27,69.0,EUR,Kickstarter,Offline,No,79428,South America,Brazil,Underdeveloped,Georgia,New Chase,Jacqueline Diaz,20,jamesmartin@schneider.com,853239,42.76250726331231,34,1.7212478675515241,12.609651067296468,Yes,Indiegogo,16.5,Yes,Adults,Subscription,300
1354,Stand-alone even-keeled pricing structure,"Smith, Floyd and Haas",Arts,23690,11079,2023-11-14,2024-04-11,149,Cancelled,680,16.29,68.17,GBP,JustGiving,Hybrid,No,29761,Oceania,Melanesia,Underdeveloped,Christmas Island,Vanessaport,Daniel Weaver,8,ccastillo@hotmail.com,684400,13.601628687474976,180,8.26290850579979,84.48135492861938,Yes,JustGiving,14.04,No,Children,Grants,591
1355,Distributed multimedia projection,Williams LLC,Health,285004,66103,2023-09-11,2023-11-09,59,Cancelled,543,121.74,429.71,INR,Indiegogo,Online,No,49634,Asia,Southeast Asia,Developing,Belarus,Stephenfurt,Bradley Oconnell,10,mark41@gill-garrison.com,180101,56.18661277623179,74,6.955387563124072,19.54213481938011,No,JustGiving,29.49,No,Youth,Crowdfunding,676
1356,Open-source mission-critical capability,Carter-Moore,Climate,374199,178284,2023-01-17,2023-03-15,57,Completed,455,391.83,1574.17,INR,Indiegogo,Hybrid,Yes,50481,Africa,North Africa,Underdeveloped,Guernsey,West Todd,Lynn Powell,25,rossamanda@hernandez.com,294455,61.177179245872146,125,4.455262309303121,97.87132677632474,Yes,Indiegogo,22.61,No,Adults,Crowdfunding,904
1357,Multi-channeled mobile monitoring,"Ferguson, May and Hartman",Arts,19132,10457,2023-06-12,2023-09-29,109,Suspended,1206,8.67,31.4,INR,Kickstarter,Hybrid,No,21274,South America,Chile,Underdeveloped,Vanuatu,South Francesshire,Carrie Cohen,3,sanderskimberly@yahoo.com,581066,32.920357670764545,287,3.294483351707439,87.10400810192101,No,Kickstarter,19.8,No,Elderly,Events,165
1358,Implemented regional capability,Phillips Inc,Startup,311957,42436,2023-01-30,2023-03-20,49,Cancelled,1035,41.0,137.62,USD,Kickstarter,Offline,No,53714,North America,Mexico,Developing,Bahrain,Dawsonside,Christopher Burns,1,browndaniel@wood-ali.com,865946,27.240760775605533,102,2.93304389536972,75.05770562300512,Yes,Indiegogo,23.15,No,Elderly,Crowdfunding,305
1359,Programmable 24hour customer loyalty,"Anderson, Deleon and Morse",Education,63743,56427,2022-07-17,2022-09-24,69,Cancelled,850,66.38,216.64,EUR,JustGiving,Online,No,81010,Africa,North Africa,Underdeveloped,Cuba,Alvarezberg,Jessica Hinton,7,paulyoung@gmail.com,990885,5.547415836784664,246,5.672176112460798,46.97888959323456,No,Indiegogo,20.54,No,Children,Crowdfunding,885
1360,Devolved zero-defect workforce,"Contreras, Carter and Lopez",Startup,34426,20830,2023-04-24,2023-07-12,79,Completed,14,1487.86,6803.75,GBP,Indiegogo,Hybrid,Yes,29522,Oceania,New Zealand,Underdeveloped,Bahrain,Mccoymouth,Sara Moore,5,william89@huber.com,79492,96.75074939039406,229,3.7016511134625443,82.6634313829418,Yes,Kickstarter,15.37,Yes,Youth,Crowdfunding,806
1361,Reverse-engineered analyzing open architecture,Edwards LLC,Health,116448,4476,2022-07-17,2022-10-21,96,Active,1069,4.19,16.79,EUR,JustGiving,Online,Yes,12345,Oceania,New Zealand,Underdeveloped,Belarus,Elizabethberg,Mason Williams,20,keithcooper@lopez-yang.com,368095,87.85851842610079,240,4.534918044130823,69.45947464940292,No,GoFundMe,21.18,Yes,Elderly,Subscription,408
1362,Devolved heuristic middleware,Davis-White,Disaster Relief,384804,99410,2022-07-01,2022-11-03,125,Cancelled,210,473.38,1785.81,USD,JustGiving,Hybrid,No,70634,South America,Argentina,Underdeveloped,Belgium,Amandaborough,Ryan Wade,5,usimon@yahoo.com,386584,83.69523697699944,17,4.158912096357103,7.65335908483733,No,JustGiving,28.84,No,Youth,Subscription,235
1363,Synchronized solution-oriented project,Smith-Wilson,Startup,272360,144096,2022-08-12,2022-12-27,137,Suspended,1272,113.28,306.39,INR,Indiegogo,Offline,Yes,40565,Asia,South Asia,Developed,United Kingdom,West Daniel,Michele Daniels,16,william91@harrington.org,345929,95.79925512501919,142,6.227584660686087,65.79649059799486,No,Kickstarter,22.72,Yes,Elderly,Crowdfunding,561
1364,Universal methodical installation,"Murphy, Walters and Nguyen",Arts,355428,209533,2023-06-27,2023-11-25,151,Suspended,1434,146.12,583.87,INR,JustGiving,Offline,Yes,35099,Africa,East Africa,Underdeveloped,Cocos (Keeling) Islands,North Michaelmouth,Joseph Moore,11,heatheradams@gmail.com,414834,17.67137407641051,321,4.632301064974213,98.7236291511729,Yes,Indiegogo,24.17,No,Youth,Subscription,353
1365,Universal explicit knowledgebase,Mcdaniel Inc,Health,398292,23758,2022-09-12,2022-11-28,77,Suspended,928,25.6,59.38,AUD,GoFundMe,Hybrid,No,69775,Europe,Northern Europe,Developing,Malawi,Lambmouth,Nicole Hill,9,uwilliamson@shepard-collins.org,308494,72.27206724510378,437,8.124082596715676,72.76828616816668,Yes,GoFundMe,23.79,Yes,Youth,Crowdfunding,556
1366,Automated even-keeled info-mediaries,"Olson, Casey and Hunter",Education,121419,62158,2024-01-11,2024-06-28,169,Suspended,1773,35.06,172.3,INR,JustGiving,Hybrid,No,63342,Oceania,Australia,Developing,Mali,West Michaelshire,Candice Carter,10,martinandre@cisneros-barr.com,944017,45.86917723778774,282,4.8279023745269125,39.727095339788136,No,Indiegogo,8.06,Yes,Elderly,Grants,300
1367,Automated cohesive adapter,Day-Smith,Startup,442425,399426,2023-02-17,2023-06-29,132,Cancelled,1332,299.87,1227.16,GBP,JustGiving,Online,No,69729,Asia,Southeast Asia,Underdeveloped,Niue,Kevinland,Henry Arnold,5,cwelch@hotmail.com,636580,66.0416466650905,21,3.5720860930054044,38.68129584318719,No,GoFundMe,14.79,No,Elderly,Crowdfunding,109
1368,Monitored tertiary middleware,"Campbell, Sims and Romero",Startup,11534,5567,2023-05-30,2023-07-18,49,Active,1988,2.8,10.58,INR,GoFundMe,Offline,Yes,96421,Africa,North Africa,Developing,Latvia,Thomasview,Mrs. Morgan Phillips,6,james78@hotmail.com,126902,59.500038341975504,291,1.5560383912282738,35.56686628447938,No,Kickstarter,15.13,Yes,Youth,Events,134
1369,Reactive client-server attitude,"Le, Ramirez and Reed",Startup,50022,48130,2022-11-14,2023-04-30,167,Cancelled,678,70.99,248.86,GBP,JustGiving,Online,Yes,22758,Oceania,New Zealand,Underdeveloped,Guinea-Bissau,Jessicastad,Brenda Castillo,12,jessicarussell@yahoo.com,718161,14.693117213026529,393,2.12310310345873,76.87493210931801,Yes,Kickstarter,12.18,Yes,Youth,Crowdfunding,408
1370,Optimized fault-tolerant framework,Dunn-Jarvis,Education,252525,104090,2022-07-11,2022-10-14,95,Active,874,119.1,333.69,EUR,GoFundMe,Offline,Yes,54156,Oceania,New Zealand,Developed,Ukraine,Port Craig,Brandon Vasquez,14,mariekirby@yahoo.com,746986,65.28330636169851,145,1.2618408674077297,30.94153996729738,No,Indiegogo,2.51,Yes,Children,Subscription,698
1371,Multi-tiered leadingedge support,"Hernandez, Johnson and Daugherty",Disaster Relief,416374,242892,2023-05-27,2023-10-02,128,Suspended,881,275.7,618.55,INR,GoFundMe,Hybrid,Yes,1729,South America,Chile,Developing,Macao,Rosetown,James Craig,17,michaelburns@gmail.com,424453,72.38439426679221,429,9.833431391730548,79.94877250705905,No,GoFundMe,9.68,No,Youth,Subscription,268
1372,Fundamental 24/7 circuit,"Rogers, Porter and Smith",Climate,338411,333344,2023-02-07,2023-03-09,30,Completed,1914,174.16,353.7,EUR,GoFundMe,Hybrid,No,22584,North America,Mexico,Developing,Lithuania,Nortonbury,Laurie Bauer,14,kathleen25@bridges.com,797197,29.940566996904206,153,1.0417614613454818,33.58467443622529,No,Indiegogo,24.75,Yes,Adults,Events,551
1373,Ergonomic real-time budgetary management,"Vaughn, Lowe and Trujillo",Arts,257142,126555,2022-09-12,2022-12-11,90,Completed,22,5752.5,26158.63,GBP,Kickstarter,Hybrid,Yes,50857,North America,USA,Underdeveloped,Swaziland,West Elizabethville,Michael Patel,5,smclaughlin@yahoo.com,631924,75.01573021801325,103,2.7554009069022034,63.481341196289634,Yes,GoFundMe,8.76,No,Elderly,Subscription,738
1374,Advanced encompassing implementation,Salazar-Dawson,Climate,194919,121042,2022-05-16,2022-09-07,114,Cancelled,589,205.5,547.54,USD,JustGiving,Online,No,64421,Asia,Southeast Asia,Underdeveloped,Vanuatu,Jaredfurt,Jessica Joseph,4,heather40@yahoo.com,525349,90.99833039474971,251,4.96478720851421,49.60383879901056,No,JustGiving,21.25,No,Adults,Events,462
1375,Horizontal mission-critical process improvement,Gutierrez Ltd,Education,37653,34743,2023-05-06,2023-08-17,103,Completed,910,38.18,71.68,AUD,Indiegogo,Offline,No,79181,South America,Argentina,Developed,Dominica,North Kristina,Daniel Wade,6,marcushopkins@morgan.com,163546,96.67666460867059,159,1.9796935284846107,77.49594807810976,No,Indiegogo,11.63,Yes,Children,Grants,667
1376,Customer-focused responsive Internet solution,Pitts Ltd,Arts,92950,39013,2023-06-19,2023-09-17,90,Cancelled,1838,21.23,72.03,USD,GoFundMe,Hybrid,Yes,90480,Europe,Western Europe,Developing,Belize,West Williamtown,Ashley Chavez,8,brandon03@gmail.com,420684,61.65583015829752,271,8.954977931097694,64.05133758511903,Yes,GoFundMe,7.41,Yes,Adults,Events,630
1377,Compatible zero tolerance projection,"Solis, Hernandez and Mata",Disaster Relief,447532,255261,2023-12-13,2024-04-13,122,Active,530,481.62,1715.46,AUD,Indiegogo,Offline,No,54335,Europe,Southern Europe,Developing,Honduras,Andersonton,Joseph Logan,4,lcook@hotmail.com,712247,83.96141616055705,263,7.050056726078036,8.971933892613727,No,Kickstarter,8.36,Yes,Youth,Crowdfunding,716
1378,Multi-tiered directional moderator,Baker-Davis,Education,479934,141372,2023-09-03,2024-01-15,134,Cancelled,1382,102.3,345.58,GBP,GoFundMe,Online,No,43396,Asia,South Asia,Developed,Cameroon,Hernandezshire,Robert Durham,7,kristinwilliams@brewer.com,89322,72.9328253824662,462,9.313412120860674,66.60552082896254,Yes,Indiegogo,22.98,No,Youth,Events,186
1379,Multi-channeled executive system engine,"Torres, Norman and Delgado",Disaster Relief,109926,48279,2022-08-13,2022-12-05,114,Active,794,60.8,244.79,INR,Indiegogo,Offline,Yes,54373,Europe,Western Europe,Developing,Mauritania,Kellerburgh,Julie Flowers,1,keithfranklin@johnson-franklin.com,821621,21.39195813532886,386,3.2187459106630967,87.32497276665187,Yes,JustGiving,6.82,Yes,Adults,Grants,553
1380,Cloned leadingedge hierarchy,"Gordon, Vance and Beasley",Arts,56097,2942,2022-07-14,2022-12-29,168,Completed,1482,1.99,4.04,AUD,Kickstarter,Online,Yes,83941,South America,Brazil,Underdeveloped,Monaco,Shannonville,Michael Williamson,20,kenneth56@hotmail.com,886582,43.47082311437832,152,5.604518822894326,50.699447911785214,No,Indiegogo,6.59,No,Elderly,Events,168
1381,Stand-alone 5thgeneration collaboration,Romero-Anderson,Health,53813,39420,2023-07-19,2023-09-06,49,Cancelled,1440,27.38,109.12,AUD,GoFundMe,Hybrid,No,81055,Europe,Southern Europe,Developed,United States of America,South Matthewhaven,Amber Nunez,21,reyesmariah@hotmail.com,935267,81.32831010675933,253,9.713340573398046,32.36162431858589,No,GoFundMe,25.57,No,Youth,Grants,377
1382,Advanced value-added moratorium,Robertson-Stevens,Health,459983,220544,2022-06-07,2022-10-18,133,Completed,560,393.83,1160.55,AUD,GoFundMe,Hybrid,Yes,67675,Oceania,Melanesia,Developed,Yemen,Jacobburgh,James Hoffman II,17,pittsstephanie@gmail.com,213731,35.46464184083238,330,4.434836132150157,43.72643457399923,No,JustGiving,2.38,No,Children,Crowdfunding,198
1383,Phased holistic monitoring,"Brown, Brewer and Kramer",Health,348919,116376,2024-03-20,2024-06-28,100,Active,690,168.66,609.47,INR,Kickstarter,Offline,Yes,41881,Oceania,New Zealand,Underdeveloped,Iran,West Daniellefort,Kristi Zamora,23,pauljones@arias.biz,581039,94.20272354546299,323,1.4848789310493105,44.00032255209607,Yes,GoFundMe,10.12,Yes,Adults,Events,373
1384,Balanced eco-centric moderator,Smith-Shaw,Disaster Relief,124938,78306,2022-05-22,2022-09-07,108,Suspended,395,198.24,590.91,INR,Indiegogo,Offline,No,72652,Africa,West Africa,Developing,Guinea-Bissau,Lake Sydney,Deborah Lynch,11,davidevans@yahoo.com,994297,78.0816973338561,126,3.9576641360447375,21.775892944566632,No,Kickstarter,2.49,No,Adults,Subscription,21
1385,Total hybrid encryption,Kim Inc,Education,345369,309505,2022-12-26,2023-02-25,61,Suspended,1937,159.79,430.96,AUD,GoFundMe,Hybrid,No,92476,Africa,North Africa,Developed,Kenya,New Lisafurt,Ashley Hughes,4,john07@yahoo.com,515290,9.005039959071448,251,6.193375830986151,85.09718358151726,Yes,Indiegogo,26.12,Yes,Adults,Events,678
1386,Implemented national architecture,"Collins, Kerr and Gonzales",Disaster Relief,100680,54975,2023-04-28,2023-10-17,172,Suspended,1262,43.56,72.47,EUR,JustGiving,Online,No,16238,Europe,Northern Europe,Developing,Cook Islands,Elizabethburgh,Marie Juarez,1,danbarton@mclean-chaney.com,51200,79.72051467272708,214,2.4035016982477417,40.677858271999526,Yes,GoFundMe,7.07,Yes,Elderly,Crowdfunding,82
1387,Exclusive uniform utilization,"Brown, Pope and Murray",Disaster Relief,45108,7268,2023-10-24,2024-03-13,141,Active,677,10.74,37.31,INR,GoFundMe,Online,No,66356,Oceania,New Zealand,Developed,Dominican Republic,Moralesfort,Brian Newman,8,middletonjenny@banks-baird.com,438436,55.41699834601507,320,7.1312249354244805,79.904797175358,Yes,GoFundMe,8.76,No,Adults,Subscription,410
1388,Ameliorated optimizing conglomeration,"Carson, Schneider and Dixon",Education,304346,260796,2022-09-24,2022-12-13,80,Cancelled,346,753.75,2955.18,EUR,GoFundMe,Hybrid,Yes,14417,South America,Chile,Underdeveloped,Luxembourg,South Kennethberg,Brian Salinas,10,brandimcdaniel@stone-mccarty.info,834743,28.37321770465804,365,0.6808021545544696,22.594516472255687,Yes,Kickstarter,24.61,No,Adults,Events,473
1389,Reactive stable hierarchy,"Garcia, Beck and Lee",Disaster Relief,293942,38287,2023-05-22,2023-07-30,69,Completed,529,72.38,164.28,EUR,Kickstarter,Offline,No,27792,North America,Mexico,Underdeveloped,Niger,South Jonathan,Rebecca Buck,21,kellerjoanne@sanders.net,500504,28.409854285004734,161,1.0034937427820911,73.92133634103902,Yes,GoFundMe,15.61,No,Children,Subscription,824
1390,Advanced secondary adapter,"Stanley, Wright and Clay",Education,158538,19114,2022-11-24,2023-04-13,140,Cancelled,1793,10.66,24.32,USD,GoFundMe,Offline,No,51011,Africa,North Africa,Developed,Peru,North Kelseyton,Mark Brown,13,hcoleman@edwards-hall.com,932122,28.579171125715263,70,4.063290906592297,56.85119490400668,Yes,Indiegogo,19.72,No,Elderly,Events,706
1391,Advanced even-keeled extranet,"Kim, Knox and Lewis",Climate,420728,146449,2022-10-22,2022-12-31,70,Completed,1010,145.0,561.67,AUD,Indiegogo,Online,Yes,70216,Europe,Northern Europe,Developing,Costa Rica,North Pamela,Susan Schroeder,24,jrichardson@hotmail.com,943637,46.14767799515314,306,7.7725510161235505,39.13192475753019,Yes,GoFundMe,21.15,Yes,Adults,Subscription,818
1392,Centralized fault-tolerant focus group,Smith Group,Startup,442827,239152,2022-11-19,2023-01-23,65,Active,1375,173.93,822.14,INR,Indiegogo,Online,No,62851,Oceania,Australia,Developed,Grenada,Smithport,Charles Reyes,8,aleonard@gmail.com,888507,46.45114452179294,474,1.920289164345238,94.43712454843829,Yes,Indiegogo,11.75,No,Adults,Grants,991
1393,Down-sized secondary encoding,Huynh-Carrillo,Arts,75326,71188,2022-10-17,2022-12-22,66,Completed,1620,43.94,145.99,INR,Indiegogo,Offline,Yes,15242,North America,Canada,Developed,Burkina Faso,Jasonstad,Jennifer Fletcher,15,jaclyn96@jacobs.com,764334,23.65122202409208,420,6.3619895775382505,43.25454581742996,Yes,Indiegogo,17.86,No,Elderly,Crowdfunding,963
1394,Ameliorated needs-based pricing structure,Rice-Sosa,Health,117733,26051,2024-01-18,2024-06-09,143,Suspended,1447,18.0,83.23,AUD,GoFundMe,Online,No,3955,Oceania,Melanesia,Developing,Greenland,East Tyler,Pamela Pena,6,stoneamber@lane-bush.com,921361,79.84633462993827,358,2.2741786144080556,6.85644620999506,No,JustGiving,24.37,Yes,Youth,Subscription,304
1395,Fundamental 4thgeneration algorithm,"Farmer, Lambert and Mann",Arts,477843,367419,2022-11-27,2023-04-16,140,Cancelled,903,406.89,1139.6,INR,Indiegogo,Online,No,20965,Europe,Western Europe,Developing,Malaysia,Palmerside,Andrew Moon,14,fhoward@eaton.com,929044,79.36134902617442,198,1.9721570414314638,26.168718668317716,No,GoFundMe,4.47,No,Adults,Subscription,884
1396,Compatible intangible archive,"Paul, Anderson and Dean",Education,256043,1044,2023-01-11,2023-04-22,101,Cancelled,1795,0.58,2.69,INR,GoFundMe,Hybrid,Yes,94039,Asia,East Asia,Underdeveloped,Macao,West Ronald,Michael Herrera,0,daniel98@yahoo.com,166769,62.00371060879102,277,1.6770227694689488,97.06548360977285,Yes,Indiegogo,12.58,No,Children,Grants,507
1397,Customizable secondary definition,Gibson-Robinson,Education,48304,46724,2024-01-12,2024-03-31,79,Active,738,63.31,205.18,INR,Indiegogo,Hybrid,No,1562,South America,Chile,Underdeveloped,Macedonia,Bradleyville,Anna Crawford,7,keithamanda@boyd.net,764653,5.607660549027694,490,6.459385232649028,26.501727010562504,No,Indiegogo,19.64,Yes,Youth,Grants,799
1398,Reduced human-resource service-desk,Harris Inc,Disaster Relief,284349,98309,2023-03-22,2023-04-28,37,Active,1879,52.32,195.55,INR,GoFundMe,Online,Yes,30464,Asia,South Asia,Developed,Sudan,Williamsport,Travis Martinez,6,vknight@garcia-cuevas.com,930115,10.02136213302106,98,1.853197064073625,7.49285521959192,No,GoFundMe,19.51,Yes,Children,Grants,538
1399,Front-line 4thgeneration toolset,"Collins, Watson and Smith",Education,76131,70521,2022-12-17,2023-02-04,49,Suspended,52,1356.17,2781.97,EUR,Indiegogo,Hybrid,No,25734,Asia,Southeast Asia,Underdeveloped,Cayman Islands,New Dan,Carrie King,14,laura43@harrington.org,988894,68.2639149521496,92,3.2500598726502226,82.91642216040346,Yes,GoFundMe,28.18,Yes,Adults,Crowdfunding,822
1400,Assimilated eco-centric leverage,Knight-Williams,Climate,333967,70202,2023-09-30,2023-11-15,46,Cancelled,39,1800.05,6931.46,USD,Kickstarter,Offline,Yes,43908,Oceania,Melanesia,Underdeveloped,Dominican Republic,East Kevin,Suzanne Brown,6,youngdawn@yahoo.com,169764,58.469673113287065,83,4.060721843974785,80.9718620458598,No,Indiegogo,26.28,No,Adults,Crowdfunding,748
1401,Devolved 24hour flexibility,"Burton, Guerrero and Schaefer",Climate,31634,27649,2023-07-06,2023-12-24,171,Cancelled,57,485.07,1091.08,INR,GoFundMe,Online,Yes,47240,Africa,North Africa,Underdeveloped,British Virgin Islands,Careymouth,Benjamin Garcia,20,kim14@yahoo.com,27269,42.151820647292524,262,8.043122323276489,54.705634234252024,No,JustGiving,9.53,Yes,Adults,Events,180
1402,Innovative methodical standardization,Simmons and Sons,Health,485834,21401,2023-08-24,2023-10-26,63,Suspended,110,194.55,939.16,INR,Indiegogo,Offline,No,46523,Asia,East Asia,Underdeveloped,Armenia,North Alan,Katie Johnson,24,twilliams@smith-ramirez.org,548395,19.608975374365333,119,0.7740557542073412,15.084768622309374,Yes,Kickstarter,9.48,Yes,Youth,Grants,150
1403,Synchronized dynamic orchestration,Carr LLC,Climate,179075,143306,2022-09-04,2022-12-06,93,Cancelled,1300,110.24,273.55,USD,Kickstarter,Offline,Yes,22453,South America,Argentina,Developed,Antarctica (the territory South of 60 deg S),Laneburgh,Todd Zimmerman,2,devon29@gmail.com,636552,49.22478332988338,238,8.5972740287867,44.40450702465809,No,Indiegogo,21.38,Yes,Elderly,Crowdfunding,75
1404,Up-sized needs-based functionalities,Walker-Murillo,Education,370183,349649,2023-06-12,2023-10-24,134,Suspended,1149,304.31,1237.68,AUD,Indiegogo,Hybrid,Yes,8632,Europe,Western Europe,Developed,Spain,New Randytown,Michael Kim,18,crystal40@hansen.net,66733,42.577324686120534,228,9.755288226252647,17.021323427903635,No,Kickstarter,29.96,Yes,Children,Grants,587
1405,Customizable reciprocal forecast,Smith LLC,Disaster Relief,289384,128339,2024-02-05,2024-07-13,159,Suspended,1020,125.82,602.98,GBP,GoFundMe,Hybrid,Yes,11158,Oceania,New Zealand,Developing,Canada,New Cheyennebury,James Lee,24,ustanley@harrell.org,680686,63.22313695611451,482,2.586184469028059,7.4572829912237015,Yes,Indiegogo,1.65,No,Children,Subscription,73
1406,Distributed multi-state collaboration,"Shelton, Palmer and Smith",Startup,120888,60135,2023-07-15,2023-09-28,75,Cancelled,1577,38.13,64.46,AUD,JustGiving,Hybrid,Yes,52011,Oceania,Australia,Developing,Estonia,East Charles,Jordan Schaefer,20,nicoleduran@gmail.com,224373,96.61506205836801,451,5.371354286960725,62.65648682766507,No,JustGiving,10.8,No,Youth,Subscription,727
1407,Monitored actuating circuit,Blackburn PLC,Disaster Relief,448236,413594,2023-03-10,2023-04-28,49,Suspended,139,2975.5,6790.76,GBP,JustGiving,Offline,No,1307,North America,Mexico,Underdeveloped,Antigua and Barbuda,Collierview,Denise Goodman,25,udavis@yahoo.com,236193,95.00452482490684,379,6.094292061941906,78.5506787010946,Yes,Indiegogo,29.66,Yes,Adults,Events,943
1408,Optional maximized approach,Pacheco PLC,Climate,444417,197234,2023-02-24,2023-05-24,89,Completed,1601,123.19,263.65,EUR,GoFundMe,Online,No,77602,South America,Argentina,Developing,Haiti,Lake Rachelport,Kyle Quinn,13,garciadawn@graves.biz,944612,93.99554917780357,134,7.201075795977664,61.30302330562717,No,Indiegogo,3.0,Yes,Children,Events,42
1409,Versatile homogeneous focus group,"Ramsey, Smith and Turner",Education,196358,64126,2023-07-21,2023-10-08,79,Completed,516,124.28,498.59,GBP,Indiegogo,Offline,No,23507,Oceania,New Zealand,Developed,French Polynesia,Spearsstad,Steven Harding,23,michelle89@flores.com,766397,60.78556237358567,485,0.5942513733650301,41.05153265262827,No,GoFundMe,20.67,No,Elderly,Events,221
1410,Decentralized encompassing interface,Lane-Leach,Arts,117705,20359,2022-07-31,2022-09-17,48,Completed,1236,16.47,48.53,AUD,JustGiving,Offline,Yes,34868,Europe,Southern Europe,Developed,Saudi Arabia,Timothyberg,Ryan Gallagher,13,larryschneider@gmail.com,673202,58.14886107427838,70,4.243902061498921,3.819251422197667,Yes,JustGiving,24.42,No,Children,Grants,496
1411,Cross-platform real-time knowledge user,Hughes Inc,Education,295322,229106,2022-10-07,2022-12-10,64,Suspended,1623,141.16,576.76,USD,Kickstarter,Offline,Yes,85595,Asia,East Asia,Underdeveloped,Congo,Toniburgh,Tyler Mcfarland,12,hwashington@hotmail.com,539138,54.073336168665485,349,7.216564672042503,2.1670248177423024,Yes,Indiegogo,3.43,No,Youth,Grants,336
1412,Ameliorated object-oriented parallelism,Roberson-Wall,Health,472500,268818,2023-12-30,2024-04-23,115,Suspended,1053,255.29,845.5,EUR,JustGiving,Offline,Yes,57846,South America,Argentina,Underdeveloped,Syrian Arab Republic,Lunafort,Jamie Sullivan,22,selena11@hotmail.com,56642,93.48207946511697,143,5.530355968346322,96.35111976041487,No,Indiegogo,9.76,Yes,Youth,Events,880
1413,Pre-emptive intangible archive,Morrison and Sons,Climate,157489,57323,2023-04-25,2023-06-26,62,Completed,554,103.47,256.96,INR,JustGiving,Offline,Yes,70912,Europe,Southern Europe,Developed,Botswana,Christopherville,Ashley Mooney,22,johnsonbrandi@anderson.com,695165,12.824412218008696,348,4.048557686667795,83.35038440031944,Yes,GoFundMe,19.68,Yes,Youth,Events,389
1414,Reduced transitional hardware,"Callahan, Miller and Preston",Arts,218235,98334,2022-12-30,2023-06-25,177,Suspended,779,126.23,478.33,USD,JustGiving,Hybrid,Yes,8897,Asia,East Asia,Developing,American Samoa,Dudleyville,James Bryant,16,williamsisaac@thompson-davis.com,422820,84.44564483885635,229,8.325577429866282,11.656657385907643,No,Indiegogo,19.2,Yes,Youth,Grants,574
